  id  |           name            | year_printed |  sheet   
 1278 | Dusky                     |         1973 | S156
 1280 | Monowai                   |         1973 | S158
 1281 | Morley                    |         1974 | S159
 1283 | Heriot                    |         1974 | S161
 1285 | Mosgiel                   |         1979 | S163
 1287 | Chalky                    |         1974 | S165
 1289 | Tautapere                 |         1975 | S167
 1290 | Nightcaps                 |         1982 | S168
 1292 | Gore                      |         1971 | S170
 1294 | Milton                    |         1970 | S172
 1296 | Orepuki                   |         1974 | S175
 1298 | Invercargill              |         1977 | S177
 1299 | Wyndham                   |         1975 | S178
 1301 | Wangaloa                  |         1969 | S180
 1303 | Tokanui                   |         1976 | S183
(532 rows)

